Region,Category,Product Name,Quantity,profit margin,profit per unit 
Central,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",10,30,4.497
Central,Office Supplies,Avery Printable Repositionable Plastic Tabs,5,20,7.198
Central,Furniture,Novimex Fabric Task Chair,5,50,11.995
Central,Office Supplies,Cardinal Slant-D Ring Binders,3,20,9.998
Central,Technology,Logitech G35 7.1-Channel Surround Sound Headset,5,20,4.998
South,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,10,50,8.495
West,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,5,50,12.995
South,Office Supplies,Tuf-Vin Binders,3,50,12.995
South,Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",4,25,6.4975
South,Office Supplies,Aluminum Screw Posts,7,50,7.995
South,Office Supplies,Ibico Plastic Spiral Binding Combs,5,30,8.397
East,Office Supplies,GBC Twin Loop Wire Binding Elements,3,40,9.596
East,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",4,50,8.995
East,Office Supplies,Xerox 1967,11,25,15.7475
West,Office Supplies,Wausau Papers Astrobrights Colored Envelopes,6,40,6.396
East,Furniture,Tenex Antistatic Computer Chair Mats,7,25,0.7475
West,Office Supplies,"Tennsco Lockers, Gray",5,40,9.596
West,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",4,25,5.4975
Central,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",6,40,29.996
Central,Office Supplies,Xerox 196,5,25,6.9975
South,Office Supplies,Holmes Odor Grabber,11,50,6.995
East,Office Supplies,Convenience Packs of Business Envelopes,6,50,12.995
East,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,7,30,5.997
East,Office Supplies,Xerox 1994,7,40,14.396
East,Office Supplies,Personal Creations Ink Jet Cards and Labels,9,30,4.497
East,Office Supplies,Turquoise Lead Holder with Pocket Clip,12,60,21.594
South,Office Supplies,Newell 315,6,25,5.2475
East,Furniture,Nu-Dell Executive Frame,12,30,10.497
East,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,7,60,5.394
Central,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",11,40,9.596
Central,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,9,25,5.2475
Central,Office Supplies,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",9,50,11.995
Central,Office Supplies,Insertable Tab Indexes For Data Binders,7,40,9.596
Central,Furniture,Hon Non-Folding Utility Tables,7,20,9.998
West,Office Supplies,3-ring staple pack,11,60,26.994
West,Office Supplies,Satellite Sectional Post Binders,6,40,9.996
West,Office Supplies,"Wirebound Message Book, 4 per Page",6,50,5.995
West,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,13,50,8.495
West,Office Supplies,Prang Dustless Chalk Sticks,13,30,7.497
West,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",10,50,11.995
West,Office Supplies,GBC Prestige Therm-A-Bind Covers,7,50,12.995
West,Technology,Memorex Micro Travel Drive 32 GB,5,30,5.997
West,Technology,Lexmark S315 Color Inkjet Printer,7,60,5.394
East,Furniture,Bretford Rectangular Conference Table Tops,7,50,8.495
East,Furniture,Balt Solid Wood Round Tables,7,30,5.997
East,Furniture,"Hon 30"" x 60"" Table with Locking Drawer",12,40,9.996
East,Office Supplies,Xerox 1926,8,40,6.396
East,Office Supplies,Xerox 1918,7,40,9.996
East,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,11,30,4.497
South,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",7,40,29.996
South,Office Supplies,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",9,30,10.497
South,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,8,60,5.394
West,Furniture,"Global Leather & Oak Executive Chair, Burgundy",7,20,4.798
East,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),9,40,6.396
East,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",5,50,8.995
East,Office Supplies,"Dixon Ticonderoga Maple Cedar Pencil, #2",5,40,9.596
East,Technology,Hypercom P1300 Pinpad,8,40,14.396
Central,Furniture,Flat Face Poster Frame,6,20,9.998
Central,Office Supplies,Acco Hot Clips Clips to Go,8,40,4.796
Central,Office Supplies,Tops Wirebound Message Log Books,8,50,11.995
Central,Furniture,Global Ergonomic Managers Chair,5,30,5.997
South,Office Supplies,Revere Boxed Rubber Bands by Revere,5,40,9.596
East,Office Supplies,GBC DocuBind P50 Personal Binding Machine,6,40,14.396
East,Office Supplies,Acme Kleencut Forged Steel Scissors,12,50,12.995
West,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",8,40,9.996
East,Office Supplies,Advantus T-Pin Paper Clips,6,40,9.996
East,Office Supplies,Xerox 1951,4,40,9.996
East,Furniture,DAX Solid Wood Frames,6,60,19.794
West,Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,5,40,9.996
West,Office Supplies,Staples in misc. colors,5,30,10.497
West,Office Supplies,Avery Arch Ring Binders,4,25,6.9975
West,Technology,Clearsounds A400,5,50,21.495
West,Technology,Hewlett Packard 310 Color Digital Copier,4,40,29.996
West,Office Supplies,Staples,5,50,8.995
West,Office Supplies,Recycled Premium Regency Composition Covers,7,25,6.9975
East,Office Supplies,Xerox 219,9,30,10.497
East,Office Supplies,Xerox 1903,4,40,9.596
East,Technology,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),6,40,9.996
East,Furniture,"Seth Thomas 14"" Day/Date Wall Clock",6,50,12.995
East,Office Supplies,Newell 345,4,50,21.495
East,Technology,Imation Clip USB flash drive - 8 GB,5,25,4.4975
East,Technology,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,7,50,12.995
East,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",9,60,5.394
West,Office Supplies,Avery File Folder Labels,5,40,10.396
West,Office Supplies,Newell 318,7,40,9.596
South,Office Supplies,Fellowes Officeware Wire Shelving,8,40,30.796
South,Office Supplies,X-Rack File for Hanging Folders,9,20,4.798
Central,Office Supplies,Hanging Personal Folder File,5,40,14.396
Central,Office Supplies,Staple envelope,12,40,6.396
Central,Furniture,O'Sullivan Plantations 2-Door Library in Landvery Oak,5,20,4.798
West,Technology,Logitech G19 Programmable Gaming Keyboard,7,40,9.996
West,Technology,Motorola HK250 Universal Bluetooth Headset,11,25,5.4975
West,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",5,20,4.998
West,Office Supplies,Staples in misc. colors,10,50,5.995
West,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,5,40,29.996
West,Furniture,DAX Natural Wood-Tone Poster Frame,6,30,3.297
East,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",6,40,9.596
West,Office Supplies,3-ring staple pack,5,50,12.995
West,Office Supplies,Xerox 1974,12,40,4.796
West,Furniture,Bevis Boat-Shaped Conference Table,6,60,5.394
Central,Furniture,"Global Leather & Oak Executive Chair, Burgundy",17,30,4.497
East,Furniture,Bush Mission Pointe Library,5,50,11.995
West,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,14,40,6.396
West,Office Supplies,GBC Twin Loop Wire Binding Elements,9,20,4.798
West,Technology,Panasonic KX MB2061 Multifunction Printer,5,40,9.596
West,Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",4,50,8.995
West,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,6,50,11.995
Central,Office Supplies,Safco Industrial Wire Shelving,12,40,4.796
Central,Office Supplies,"Adams Telephone Message Books, 5 1/4” x 11”",6,20,3.998
East,Technology,Maxell 4.7GB DVD-R,5,40,9.996
East,Office Supplies,Satellite Sectional Post Binders,7,20,7.198
East,Furniture,Hon Rectangular Conference Tables,8,30,10.497
East,Office Supplies,Staples,9,20,4.798
Central,Office Supplies,Computer Printout Index Tabs,12,40,9.996
Central,Office Supplies,GBC Wire Binding Combs,5,40,9.596
Central,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",7,50,11.995
West,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,5,25,6.4975
West,Furniture,3M Hangers With Command Adhesive,7,50,8.495
East,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",8,25,15.7475
Central,Technology,Spigen Samsung Galaxy S5 Case Wallet,6,30,10.497
South,Office Supplies,Brown Kraft Recycled Envelopes,7,30,4.497
South,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,10,40,9.996
West,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",6,50,12.995
West,Furniture,Bevis Rectangular Conference Tables,6,30,9.297
West,Office Supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",6,30,5.997
South,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",5,40,29.996
East,Technology,AT&T 841000 Phone,7,50,21.495
East,Furniture,Bevis 36 x 72 Conference Tables,7,50,6.995
East,Office Supplies,Eureka Sanitaire  Commercial Upright,7,40,4.796
East,Technology,SanDisk Cruzer 32 GB USB Flash Drive,6,25,4.4975
East,Office Supplies,Ampad #10 Peel & Seel Holiday Envelopes,9,40,9.596
East,Technology,Digium D40 VoIP phone,9,50,8.995
West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6,40,9.996
East,Furniture,Hon Olson Stacker Stools,9,60,5.394
South,Office Supplies,Fellowes Officeware Wire Shelving,6,50,11.995
West,Office Supplies,Cardinal Holdit Data Disk Pockets,11,25,5.2475
East,Office Supplies,Avery 496,5,40,9.596
East,Technology,Cisco SPA525G2 IP Phone - Wireless,6,30,5.997
East,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6,50,6.995
East,Technology,SanDisk Cruzer 32 GB USB Flash Drive,6,50,11.995
East,Technology,Kingston Digital DataTraveler 16GB USB 2.0,9,30,10.497
East,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",7,20,4.798
East,Office Supplies,Avery 486,10,50,5.995
East,Office Supplies,Lumber Crayons,7,40,9.596
East,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",7,30,8.397
East,Office Supplies,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",6,50,8.495
West,Office Supplies,Xerox 1896,6,30,7.497
West,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",4,25,4.4975
East,Office Supplies,GBC Premium Transparent Covers with Diagonal Lined Pattern,5,30,3.297
East,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,10,40,9.596
East,Technology,AT&T 1080 Corded phone,5,50,21.495
East,Office Supplies,Avery 520,5,40,9.596
South,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",7,30,5.997
South,Office Supplies,Letter Size Cart,6,40,9.596
South,Office Supplies,Xerox 23,6,50,4.495
South,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",5,20,4.798
South,Furniture,Eldon Pizzaz Desk Accessories,5,20,4.798
South,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",8,60,5.394
South,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,6,25,5.4975
West,Furniture,Global Deluxe High-Back Office Chair in Storm,13,40,9.996
West,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,14,40,6.396
West,Office Supplies,Avery 50,6,50,12.995
West,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,5,40,10.396
West,Furniture,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,10,40,29.996
East,Office Supplies,Newell 322,6,40,9.596
Central,Office Supplies,Fiskars Spring-Action Scissors,6,40,9.596
Central,Office Supplies,Safco Industrial Wire Shelving,6,50,8.495
West,Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,9,20,7.198
West,Technology,Anker 24W Portable Micro USB Car Charger,8,30,7.497
West,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",10,60,26.994
West,Office Supplies,GBC Standard Therm-A-Bind Covers,8,50,7.995
West,Office Supplies,Newell 344,7,20,1.398
East,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",6,30,8.397
East,Office Supplies,Newell 313,7,30,4.497
East,Office Supplies,Xerox 1959,5,50,8.995
East,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,10,20,4.798
East,Office Supplies,Xerox 1895,8,20,4.798
West,Office Supplies,White GlueTop Scratch Pads,7,60,26.994
East,Technology,Apple iPhone 5,6,60,21.594
Central,Furniture,KI Adjustable-Height Table,8,50,8.495
Central,Technology,Polycom VVX 310 VoIP phone,7,40,9.596
Central,Furniture,"Global Geo Office Task Chair, Gray",7,30,9.297
West,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",6,60,21.594
West,Office Supplies,Cameo Buff Policy Envelopes,6,25,5.4975
West,Office Supplies,GBC Personal VeloBind Strips,8,40,9.596
South,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",5,25,5.2475
Central,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",5,40,6.396
Central,Office Supplies,Avery Durable Binders,4,40,6.396
Central,Office Supplies,Fellowes Binding Cases,5,30,13.797
West,Office Supplies,Avery 52,5,30,8.397
West,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",5,30,12.897
West,Office Supplies,High Speed Automatic Electric Letter Opener,7,40,9.996
West,Furniture,Staple-based wall hangings,6,50,12.995
Central,Office Supplies,Belkin 8 Outlet Surge Protector,7,40,6.396
West,Technology,Panasonic KX TS3282B Corded phone,11,25,8.2475
West,Technology,Logitech G13 Programmable Gameboard with LCD Display,6,25,4.4975
Central,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",5,30,7.497
South,Technology,Memorex Froggy Flash Drive 8 GB,9,50,8.495
South,Office Supplies,"Premier Elliptical Ring Binder, Black",9,30,5.997
Central,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,5,30,8.397
Central,Furniture,Global Chrome Stack Chair,7,25,2.2475
East,Office Supplies,Economy Rollaway Files,4,40,10.396
Central,Office Supplies,Ames Color-File Green Diamond Border X-ray Mailers,6,40,30.796
East,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,6,40,4.796
Central,Office Supplies,Avery 49,9,30,4.497
Central,Office Supplies,Avery 508,5,20,4.998
Central,Office Supplies,Hoover Upright Vacuum With Dirt Cup,8,20,3.998
Central,Office Supplies,Xerox 1999,12,60,26.994
Central,Technology,Samsung Replacement EH64AVFWE Premium Headset,7,40,9.996
Central,Office Supplies,Ibico Plastic Spiral Binding Combs,12,50,6.995
Central,Office Supplies,Newell 312,7,30,8.697
Central,Technology,Maxell 4.7GB DVD-RW 3/Pack,5,60,21.594
Central,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,6,40,9.596
Central,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",5,60,19.794
Central,Office Supplies,Xerox 1949,6,25,6.4975
South,Office Supplies,Xerox 210,10,40,9.596
South,Office Supplies,Xerox 1929,8,25,4.2475
South,Office Supplies,Avery Non-Stick Binders,9,20,7.198
South,Office Supplies,Colored Push Pins,5,50,5.995
South,Technology,Logitech Gaming G510s - Keyboard,6,50,12.995
East,Office Supplies,Tennsco Single-Tier Lockers,4,30,5.997
West,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,3,30,4.497
East,Furniture,High-Back Leather Manager's Chair,5,40,10.396
East,Technology,Polycom VVX 310 VoIP phone,7,30,5.997
East,Technology,Nortel Meridian M5316 Digital phone,7,30,7.497
West,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,8,60,26.994
West,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,10,40,9.996
West,Furniture,12-1/2 Diameter Round Wall Clock,16,40,9.996
East,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,7,30,10.497
East,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish",4,30,7.497
East,Office Supplies,Avery 52,6,40,9.596
West,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",4,50,12.995
West,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,9,25,6.9975
West,Office Supplies,Newell 346,9,30,8.697
West,Technology,Samsung Galaxy S4 Mini,5,30,5.997
West,Office Supplies,Xerox 1891,6,40,10.396
West,Office Supplies,Avery 488,4,25,6.4975
South,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",5,40,9.596
South,Office Supplies,GBC Imprintable Covers,6,50,8.495
South,Office Supplies,Xerox 224,5,25,5.2475
South,Technology,HTC One Mini,5,25,5.2475
East,Technology,Dell Slim USB Multimedia Keyboard,11,30,5.997
Central,Furniture,Contemporary Wood/Metal Frame,5,30,10.497
South,Office Supplies,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6,40,6.396
West,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases,6,60,21.594
West,Office Supplies,Self-Adhesive Removable Labels,5,25,8.2475
West,Office Supplies,Fellowes Super Stor/Drawer Files,7,50,6.995
South,Office Supplies,Avery 474,5,20,3.998
South,Office Supplies,Xerox 227,7,40,4.796
East,Technology,KeyTronic KT800P2 - Keyboard - Black,6,50,11.995
East,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",6,40,29.996
South,Technology,Memorex Froggy Flash Drive 8 GB,4,40,9.996
West,Office Supplies,GBC Standard Plastic Binding Systems' Combs,4,50,6.995
West,Furniture,Hon 94000 Series Round Tables,12,20,9.998
East,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",4,60,26.994
East,Technology,AT&T 1080 Corded phone,5,40,9.996
East,Office Supplies,BIC Brite Liner Highlighters,15,40,9.996
Central,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",9,30,10.497
Central,Technology,Logitech diNovo Edge Keyboard,7,40,6.396
Central,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,8,40,30.796
South,Office Supplies,Fashion Color Clasp Envelopes,8,40,6.396
South,Office Supplies,GBC ProClick Punch Binding System,4,40,9.596
South,Office Supplies,Staple envelope,4,40,9.996
South,Office Supplies,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,6,60,21.594
South,Furniture,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",4,30,13.797
South,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",6,40,6.396
South,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",7,50,11.995
